,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
1352,Damonizing,NCSU,AD无奖,MS,CS,,,SE , SEU,  , 本科Top30 211,,16Fall,2015-11-24,美国
1353,FlynnWang,NCSU,AD无奖,MS,CS,108(22),158+167+3.5,CS , HFUT,"  3.52(WES), 17%", 本科其他211,无牛推,16Fall,2015-10-24,美国
1354,ForeverZard,NCSU,AD无奖,MS,CS,106(23),324=154+170 3,CS , CQU,  3.73/4 (89.2/100), 本科Top30 211,,16Fall,2015-12-05,美国
1355,h497018787,CS@NCSU,AD无奖,MS,CS,28 29 20 24 (101),155+170+3.0,EE , BUPT,  80/100, 本科Top30 211,没什么科研经历 半年百度实习,16Fall,2014-11-24,美国
1356,mt.Arch,NCSU,AD无奖,MS,CS,103,321+3.5,物联网 , BIT,  3.34/4, 本科Top30 211,,16Fall,2015-12-04,美国
1357,自己人,cs@ncsu,AD无奖,MS,CS,28+30+22+26=106,152+168+3,, HNU,  3.2/4, 本科Top15 211,,16Fall,2015-11-25,美国
1358,Defwentz,NCSU,AD无奖,MS,CS,,,, 武汉理工,  , 本科其他211,,16Fall,2016-02-09,美国
1359,liuguiliang123,NCSU 北卡州立,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
1360,moeminato,NCSU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-14,美国
1361,multicia,NCSU,AD无奖,MS,CS,90,321+3.5,EE , SDU,  85.4, 本科Top30 211,,16Fall,2015-12-14,美国
1362,673650096,NCSU,AD无奖,MS,CS,,,SE , CQUPT,  , 本科非211,,16Fall,2015-12-03,美国
1363,adrianluan,ncsu,AD无奖,MS,CS,29-26-23-26-104,152-168-4,, 青岛科技大学,  85/100, 本科非211,,16Fall,2015-12-07,美国
1364,664077398,12门课@UChicago,AD无奖,MS,CS,,,, ,  ,,,16Fall,忘了。。,美国
1365,xx1994,Uchicago,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01,美国
1366,maston14,UChicago,AD小奖,MS,CS,,,, ,  ,,,16Fall,2016-01-11,美国
1367,ephemeron,UChicago,AD无奖,MS,CS,100,324,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-01-09,美国
1368,ycai,Chicago,AD无奖,MS,CS,109(S26),318+3,材料 , 闵行理工,  86.93, 本科：南大，浙大，复旦，上交,,16Fall,2016-02-01,美国
1369,hcl0601,UChicago,AD无奖,MS,CS,,,ME , THU,  89.5/100, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-18,美国
1370,slothOn,Cs@Uchicago,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-30,美国
1371,飞天小女鬼,UChicago,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-09,美国
1372,兜兜笔,UChicago,AD无奖,MS,CS,,,微电 , PKU,  3.3/4.0，排名不详, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
1373,JimmyZ,UChicago,AD无奖,MS,CS,106,325+3,EE , BUAA,  Overall,88.3 Major,,16Fall,2016-01-06,美国
1374,ryan7six,CS@UChicago,AD无奖,MS,CS,,,软件工程 , BUAA,  , 本科Top15 211,,16Fall,2016-01-07,美国
1375,lucien1227,UChicago,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-12,美国
1376,paopao12345,U Chicago & USC,AD无奖,MS,CS,97(20),157+170+3.5,, ,  89/100, 本科Top30 211,,16Fall,2015-12-18,美国
1377,xiaowuyaliu,UChicago,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-07,美国
1378,xsh6528,UChicago 芝加哥大学,AD无奖,MS,CS,,,电子信息工程 , HUST 华中科技大学,  88.5/100.0 Ranking, 19/200(10%),,16Fall,2016-01-20,美国
1379,tsaitao,University of Chicago,AD无奖,MS,CS,101,322,, ,  ,,,16Fall,2016-01-30,美国
1380,Ckt624,NYU Chicago,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,美国四大咨询部门工作两年,16Fall,2016-1-15,美国
1381,imweihuang,UChicago,AD无奖,MS,CS,,V158 Q167 3.5,Accounting , MSU,  3.7, 海本,无,16Fall,2016-01-30,美国
1382,zjuzqj,UChicago,AD无奖,MS,CS,95,316,CS , ZJU,  3.75（浙大算法）排名（38/192）, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-30,美国
1383,feifeijiejie,Syracuse,AD无奖,MS,CS,102 R27 L24 S26 W25,V153 Q167 AW3.5,网络工程 , UESTC,  3.16/4, 本科Top30 211,Utah教授推荐,16Fall,2015-12-20,美国
1384,mikealive,UMASS,AD无奖,MS,CS,106（22）,155+168+3.0,物理学 , 复旦大学,  3.59/4，20, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1385,chenmingda,UMASS Amherst,AD无奖,MS,CS,102(S22),158+167+3.0,, ,  , 本科：南大，浙大，复旦，上交,目前在美国交换 第一学期gpa 3.83,16Fall,2015-12-15,美国
1386,laviniatx,CS@GWU @SIT @WPI,AD无奖,MS,CS,104,144 170 3,MIS , ,  3.48, 本科其他211,,16Fall,2016-01-10,美国
1387,tianbingleng,SUNY Binghamton,AD无奖,MS,CS,,,, ,  ,,无,16Fall,2016-01-20,美国
1388,clownxiao,dartmouth,Rej,MS,CS,99,157+170,SE , BUPT,  86/100 RANK 10/97, 本科Top15 211,,16Fall,2015-12-09,美国
1389,xsh6528,CS@Dartmouth,AD无奖,MS,CS,,,电子信息工程 , HUST华中科技大学,  88.5/100.0 Ranking, 19/200(10%),,16Fall,2016-01-20,美国
1390,Chris1993,Dartmouth,Rej,MS,CS,,,, ,  ,,无牛推,16Fall,2015-12-04,美国
1391,MapleZ,Dartmouth,Rej,MS,CS,97（19）,154 + 168 + 3,ComputerScience , UESTC,  85 major 87, 本科Top15 211,无,16Fall,2015-12-14,美国
1392,zoezhang,Dartmouth,Rej,MS,CS,105,323+3,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
1393,silence_shadow,Dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-08,美国
1394,NoadMan1,dartmouth,Rej,MS,CS,,,se , ,  , 本科Top15 211,,16Fall,2015-12-14,美国
1395,翱翔天空的蜗牛,Dartmouth,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-05,美国
1396,mpgszhyh,Dartmouth,Rej,MS,CS,99(20),155+170+3.0,通信工程 , BUPT,  88.5/100, 本科Top30 211,,16Fall,2015-12-15,美国
1397,kxzhao,Dartmouth,Rej,MS,CS,,,Math , ZJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1398,blairmn123,Dartmouth,Rej,MS,CS,,,, ,  , 本科Top30 211,有道 腾讯 linkedin一年android实习,16Fall,2015-12-15,美国
1399,lilyya,cs@dartmouth,Rej,MS,CS,28 27 22 24,151 170 3,信安 , bupt,  85.7/100, 本科Top30 211,,16Fall,2015-12-04,美国
1400,jellyfish16,CS@Dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-15,美国
1401,mondayjun,Dartmouth,Rej,MS,CS,,,CS , BUPT,  , 本科Top30 211,,16Fall,2015-12-02,美国
1402,Defwentz,Dartmouth,Rej,MS,CS,,,, 武汉理工,  ,,,16Fall,2015-12-10,美国
1403,荷叶,Brown,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-27,美国
1404,blairmn123,Brown,Rej,MS,CS,106,321,, ,  , 本科Top30 211,,16Fall,2016-01-22,美国
1405,yuhaichao10,CS@Brown,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12,美国
1406,minfan2out,CS@Brown University,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-27,美国
1407,vitac215,University of Washington,Rej,MS,CS,海本免,328,, ,  , 海本,,16Fall,2016-01-10,美国
1408,xinyima,Stanford,Rej,MS,CS,,,, ,  , 海本,千人计划教授推荐信， 3个暑期研究， 1年4个月硅谷实习， 一篇2作SCI论文已发表， 一篇3作SCI论文审核中,16Fall,2016-01-18,美国
1409,sky00high,Stanford,Rej,MS,CS,,155/170/3,ECE , ,  cgpa 3.2 last two years 3.7, 海本,,16Fall,2016-01-15,美国
1410,燃烧男,CMU/MRSD,Rej,MS,CS,111(26),320+3,CS , BIT,"  90+, Rank 1", 本科Top30 211,,16Fall,2015-12-03,美国
1411,wwyiyi,MRSD@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-05,美国
1412,BonjourAdeo,Utah,Rej,PhD,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
1413,怎么又笑了,"CMU, Columbia",Rej,PhD,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
1414,codingjam123,Georgetown,WaitingList,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-03-09,美国
1415,youyw789,MRSD@cmu,WaitingList,MS,CS,,,, ,  ,,,16Fall,2015-12-25,美国
1416,zzw,USC,AD无奖,MS,CS,,,cs , whu,  , 本科Top15 211,,16Fall,2015-12-14,美国
1417,rafaliang,RPI,AD无奖,MS,CS,112,324+3.5,信息工程 , SJTU,  88/100, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-30,美国
1418,MayYao,University of Maryland at College Park,AD无奖,MS,CS,,,information engineering , ,  3.99/4.3, 海本,无牛腿,16Fall,2015-12-03,美国
1419,自己人,PE@CMU;CS@NCSU@WPI@UTD,AD无奖,MS,CS,28+30+22+26=106,152+168+3,信息安全（保密管理） , HNU,  3.2/4, 本科Top30 211,,16Fall,2015-11-25,美国
1420,宁诺扫地僧,哥大,AD无奖,MS,CS,103,327+3.5,CS , 宁波诺丁汉,  3.3/4, 本科非211,,16Fall,2015-12-15,美国
1421,youruo,CS@UCSB,AD无奖,MS,CS,,,EE , sjtu,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-10,美国
1422,liukejun,Dartmouth,Rej,MS,CS,97,321,Software Engineering , ,  88.28/100, 本科Top15 211,,16Fall,2015-12-15,美国
1423,Haikism,Dartmouth/CMU,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,2016-03-08,美国
1424,tinysunhj,Dartmouth,Rej,MS,CS,101,322,信息安全 , 华中科技大学,  88.5  2/88, 本科Top15 211,,16Fall,2015-12-14,美国
1425,白菜3383,Dartmouth,Rej,MS,CS,,,CS , BIT,  , 本科Top15 211,,16Fall,2015-12-13,美国
1426,luke_recluse,Dartmouth,Rej,MS,CS,,,CS , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1427,lucien1227,Dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-14,美国
1428,FFFelix,Dartmouth,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,12/15之前,美国
1429,shelly1996,cs@yale&&dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1430,Shane_seu,Dartmouth,Rej,MS,CS,,,, ,  , 本科Top30 211,无牛推,16Fall,2015-12-16,美国
1431,ForeverZard,Dartmouth,Rej,MS,CS,106(23),324=154+170 3,SE , CQU,  3.73/4(89.2/100), 本科Top30 211,,16Fall,2015-12-15,美国
1432,alfonsoxw,cs@dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,12-15,美国
1433,immiao,Dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-14,美国
1434,luosh5,SYSU,Rej,MS,CS,,,SE , SYSU,  87/100, 本科Top15 211,,16Fall,2015-12-03,美国
1435,抱考拉的桉树猫,UW-Madison & Dartmouth,Rej,MS,CS,,,, ,  ,,,16Fall,2015-10-21,美国
1436,wakebb,ncsu,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,2015-12-15,美国
1437,ARUI35,Brandeis,Rej,MS,CS,,,, 东南大学,  ,,,16Fall,2016-01-25,美国
1438,Liam23,cs@Brandeis,Rej,MS,CS,,,, ,  ,,,16Fall,2016-02-20,美国
1439,ChaceLei,Boston University,Rej,MS,CS,91（20）,318+3.5（148）,cs , ,  3.15/4（4.0改进算法）, 本科其他211,,16Fall,2015-12-04,美国
1440,vision._.,CS@Brown,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-04,欧洲
1441,tianhaopx,Brown,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-20,美国
1442,seanxl,Harvard,Rej,MS,CS,,,, ,  ,,,16Fall,2016-03-01,美国
1443,晴天娃娃,IUB,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
1444,soundOfSilence,UT-Austin,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
1445,Defwentz,IUB,AD无奖,MS,CS,,,软件工程 , 武汉理工,  , 本科其他211,,16Fall,2015-12-13,美国
1446,ChaceLei,Clemson,AD无奖,MS,CS,91（20）,318（148）＋3.5,cs , ,  平均分79/100, 本科其他211,,16Fall,2015-12-04,美国
1447,bell_ji,Columbia University,AD无奖,MS,CS,,,CS , ,  , 海本,,16Fall,2016-01-24,美国
1448,StellaYue00,USC,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-15,美国
1449,nickdgu,CMU,Rej,MS,CS,112,157+169+3.5,计算机 , 北大 IIT,  80/100 4.0/4.0, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
1450,xiaowuyaliu,NCSU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-07,美国
1451,blue9fairy,CS@Dartmouth,Rej,MS,CS,,,, ,  , 本科其他211,,16Fall,2015-12-13,美国
1452,einsteinjames,IIT,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-16,美国
1453,shijianshi9860,USC,AD无奖,MS,CS,97(23),324+3,电子信息 , BUPT,  86.8, 本科Top30 211,,16Fall,2016-01-05,美国
1454,黑客与画家,Cyber Security Engineering@usc,AD无奖,MS,CS,,,信息安全 , 武大,  3.45/4, 本科Top15 211,,16Fall,2015-12-29,美国
1455,jisong_L,USC,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-08,美国
1456,TateHuang,ECE@CMU,AD无奖,MS,CS,,,, SCAU,  , 本科非211,,16Fall,12.15,美国
1457,leafsherry,MIT Media Lab,Offer,MS,CS,,,, ,  , 海本,,16Fall,2015-12-14,美国
1458,roghnin,Stony Brook,Offer,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
1459,Had,USC,AD无奖,MS,CS,100(s19),318+3,电子科学与技术 , HUST,  89/100, 本科Top30 211,,16Fall,2015-12-25,美国
1460,Chris1993,USC,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-03,美国
1461,chuanshuozhiyi,USC,AD无奖,MS,CS,105(20),"156, 166, 3.0",大气科学 , 南京信息工程大学,  89/100, 本科非211,,16Fall,2016-01-28(Application Complete),美国
1462,ycai,USC,AD无奖,MS,CS,109(S26),318+3,材料 , 闵行理工,  86.93, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1463,sprayfly,CS@USC,AD无奖,MS,CS,,,, ,  , 本科其他211,,16Fall,2015-11-15,美国
1464,664077398,usc,AD无奖,MS,CS,,,, ,  ,,无牛推，国奖*3，一段实习，水比赛,16Fall,忘了,美国
1465,ForeverZard,INI@CMU,AD小奖,MS,CS,106(23),324=154+170 3,SE , CQU,  3.73/4 (89.2/100) rank 2/178, 本科Top30 211,,16Fall,2016-01-01,美国
1466,zzw,cmu,AD小奖,MS,CS,,,cs , whu,  3.77 (top1%/219), 本科Top15 211,微软上海实习过一段时间,16Fall,2015-12-14,美国
1467,bingo1995,CMU,AD无奖,MS,CS,109,155 + 170 + 4,CS , SJTU,  7/122, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-31,美国
1468,mondayjun,msin@ini@cmu,AD无奖,MS,CS,,,cs , but,  , 本科Top15 211,无,16Fall,2015-12-04,美国
1469,mmis007,CMU,AD无奖,MS,CS,101(写作22）,323+3,信息工程 , ,  3.73/4.3, 海本,,16Fall,2015-12-31,美国
1470,飞天小女鬼,CMU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-01,美国
1471,sr931112,INI@CMU,AD无奖,MS,CS,,,信息安全 , HUST,  88/100   2/78, 本科Top15 211,,16Fall,2016-01-30,美国
1472,telotic,CMU,AD无奖,MS,CS,,,信息工程 , 东南大学,  90.22/100, 本科Top30 211,,16Fall,2016-01-15,美国
1473,ab123dop,MSIN@CMU,AD无奖,MS,CS,104(23),330+4.0,CS , SYSU,  89/100, 本科Top15 211,港大老师推荐信，小牛,16Fall,2015-12-28,美国
1474,shchshhappy,CMU,AD小奖,MS,CS,104(S23),157+170+3.5,软件工程 , 中山大学,"  87/100, 5/114", 本科Top15 211,,16Fall,2016-01-13,美国
1475,LydiaLiu,MSIN@CMU,AD无奖,MS,CS,108(30 30 22 25),V158 Q166 W 3.0,CS , BUPT,  87.41/100，rank 17/297, 本科其他211,,16Fall,12.22,美国
1476,csddff,CMU INI,AD无奖,MS,CS,104,166 + 170 + 3.0,EE , THU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2015-12-31,美国
1477,lym953,CMU,AD无奖,MS,CS,R29+L29+S20+W27=105,328(V158+Q170)+4.0,CS , XJTU,"  93.51/100, 3.92/4(WES), 1/137", 本科Top15 211,,16Fall,2016-01-10,美国
1478,yyypasserby,MSIN@CMU,AD无奖,MS,CS,104,324+3,SE , SEU,  3.73/4.0 1/26, 本科Top30 211,,16Fall,2016-01-31,美国
1479,lizihao945,CMU-INI,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,ddl,美国
1480,jacyjia,MSIN@CMU,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-02-01,美国
1481,xiaoquanniao,MSIT-ESE@CMU,AD无奖,MS,CS,110,324+3.5,EE , SEU,  , 本科Top15 211,,16Fall,2016-01-01,美国
1482,kiadragon,UT-dallas,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-05,美国
1483,学会cl,UTD,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-25,美国
1484,laurantmanaco,MITS@CMU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-14,美国
1485,shelly1996,MITS@CMU,AD无奖,MS,CS,,,, ,  , 本科非211,UCLA暑期科研,16Fall,2015-12-12,美国
1486,linym012THU,CS@MITS@CMU,AD无奖,MS,CS,111,154+168+4.0,软件工程 , ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-05,美国
1487,goha111,UT-Austin,AD无奖,MS,CS,100（22）,155+170+3.0,, HIT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-14,美国
1488,mondayjun,bic@cmu,Rej,MS,CS,,,CS , BUPT,  , 本科Top15 211,工作一年半,16Fall,2015-12-04,美国
1489,an小淇,BIC@CMU,Rej,MS,CS,27+22+23+28=100,149+168+3/317,Software Engineering , 985,  3.4/4, 本科Top30 211,,16Fall,2015-11-25,美国
1490,vincentzoe,CMU BIC,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
1491,slothOn,BIC@CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
1492,vitamin78,bic@cmu,Rej,MS,CS,106(24),160+168+4,cs , sysu,  3.96/4, 本科Top15 211,ml/dm方向的科研和实习，详见定位贴,16Fall,2015-12-03,美国
1493,SophieLiu,CMU,Rej,MS,CS,101 (s22),327 (157+170) + 3.5,SE , SDU,  GPA," 92.2, Rank",,16Fall,2015-11-30,美国
1494,zzw,cmu,AD小奖,MS,CS,,,cs , whu,  3.77 (top1%/219), 本科Top15 211,,16Fall,2015-12-14,美国
1495,demonstrate,CMU,Rej,MS,CS,102,157+170,, ,  3.4, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-20,美国
1496,tyraell,CMU,Rej,MS,CS,107,326+3.5,SE , UESTC,  85/100, 本科Top30 211,,16Fall,2015-12-13,美国
1497,xiaowuyaliu,CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-03,美国
1498,billbirdh,BIC@CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-30,美国
1499,xsh6528,CMU,Rej,MS,CS,,,电子信息工程 , HUST华中科技大学,  88.5/100.0 Ranking, 19/200(10%),,16Fall,2016-02-10,美国
1500,wangs7,BIC@CMU,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-03,美国
1501,smilingsoul,CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-02-07,美国
1502,yuhaichao10,@,Rej,MS,CS,,,, ,  , 本科Top30 211,外企实习半年，大四美国 IIT 交流一年，IIT华人教授普通推荐信一封,16Fall,2016-01,美国
1503,超凡奇岩,BIC@CMU,Rej,MS,CS,96(23),320+3.5,CS , BUPT,  82.6/100, 本科Top15 211,,16Fall,2015-12-15,美国
1504,kenneth-AY,BIC@CMU,Rej,MS,CS,,,, ZJU,  , 本科：南大，浙大，复旦，上交,国奖，编程数模信安比赛水奖一些，海外暑研，论文两篇（一篇tier-2，一篇一作），国家级大创项目，BAT工作，,16Fall,2016-01-10,美国
1505,zhaojun,BIC@CMU,Rej,MS,CS,107,324+3.5,, ,  3.5+, 本科Top15 211,,16Fall,2016-01-15,美国
1506,funnybomb,"NYU-POLY ,Brandies, CMU-BIC",Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-01,美国
1507,象象sherry,Upenn,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-01,美国
1508,小学豆豆,宾夕法尼亚大学,Rej,MS,CS,IELTS:7,326＋3,MIS , 北京工业大学,  3.49, 本科其他211,国奖×1,16Fall,2015-11-15,美国
1509,松松的鞋带儿,Dartmouth,WaitingList,MS,CS,104,331+3,自动化 , TJU,  3.31, 本科Top30 211,,16Fall,2015-12-07,美国
1510,jimmy94z,Dartmouth,WaitingList,MS,CS,104(22),326(3.5),SE , SJTU,  86.9, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-11-29,美国
1511,213123418,Dartmouth,WaitingList,MS,CS,107(W 28 L29 W28 S22),157+170+3,信息工程 , SEU,  3.79/4, 本科Top15 211,,16Fall,2015-12-12,美国
1512,ab123dop,Dartmouth,WaitingList,MS,CS,104(23),160+170+4.0,CS , SYSU,  89/100, 本科Top15 211,,16Fall,2015-12-14,美国
1513,ml0637785,Dartmouth,WaitingList,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
1514,roghnin,URochester,Offer,PhD,CS,,,, ,  , 本科Top30 211,见背景贴,16Fall,2015-12-15,美国
1515,samurai_sz,University of San Francisco,AD小奖,MS,CS,102,319+3.5,Social Work , ,  3.6/4.0, 本科非211,,16Fall,2015-12-09,美国
1516,学会cl,UVa,AD小奖,MS,CS,,,, ,  ,,,16Fall,2015-12-14,美国
1517,z-ling,University of Virginia,AD小奖,MS,CS,99(22),155+162+3,Software Engineering , ,  3.64 major3.76 (华师大算法), 本科Top30 211,,16Fall,2015-12-15,美国
1518,Evelyninjuly,University of Virginia,AD小奖,MS,CS,101(S23),323(3.5),Software Engnieering , ECNU,  ,,,16Fall,2015-12-14,美国
1519,zanzhe,CS@UVa,AD小奖,MS,CS,,,CS , 天津大学,  , 本科Top15 211,两个实习，两个水会议论文,16Fall,2015-12-09,美国
1520,outstanding915,UVa,AD小奖,MS,CS,102（s23）,159+168+3,电信工程及管理 , 北京邮电大学,  wes结果3.23, 本科其他211,,16Fall,2015-12-11,美国
1521,denev2004,McGill University,AD小奖,MS,CS,,,, University of Toronto,  , 海本,,16Fall,2015-12-31,加拿大
1522,elyn,CS@UTD,AD无奖,MS,CS,雅思7,316,信息管理与信息系统 , ,  WES 2.68, 本科非211,,16Fall,2015-12-07,美国
1523,673650096,UTD,AD无奖,MS,CS,,,SE , CQUPT,  , 本科非211,两个美国老板+国内C语言老师,16Fall,2015-12-10,美国
1524,smilingsoul,UTD,AD无奖,MS,CS,"29,29,27,27,112","159,167,4",大气科学 , NJU,  85, 本科：南大，浙大，复旦，上交,,16Fall,12.21,美国
1525,xiaowuyaliu,UTD,AD无奖,MS,CS,,,, ,  ,,Gap Year硅谷实习半年+实验室搞过一些AI的研究+本科时出版过一本教材（清华出版社）,16Fall,2015-12-11,美国
1526,ryan7six,ECE@CMU-CV,AD无奖,MS,CS,97 (S23),141+168,软件工程 , BUAA,  3.83/4 Rank 2, 本科Top15 211,,16Fall,2015-12-15,美国
1527,sllethe,CMU,AD无奖,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-08,美国
1528,上帝是童话,SE@CMU,AD无奖,MS,CS,,,, zju,  , 本科：南大，浙大，复旦，上交,水科研，学校老师推荐,16Fall,2015-11-15,美国
1529,jimmy94z,CMU,AD无奖,MS,CS,104 (22),156 + 170 + 3.5,SE , SJTU,  86.9, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-29,美国
1530,slothOn,SV SE@CMU,AD无奖,MS,CS,,,, WHU,  , 本科Top15 211,,16Fall,2015-12-15,美国
1531,csddff,CMU ECE SE SV,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1532,飞翔企鹅,CMU,AD无奖,MS,CS,,,MIS , JLU,  88.9/100, 本科Top15 211,美赛h奖，国创，实验室实习，无paper,16Fall,2015-11-01,美国
1533,SCIN,CMU,AD无奖,MS,CS,97（s20）,154+170+3.0（之前有个）,CS , HUST,  87/10%（major 89）, 本科Top15 211,ml/dm方向的科研竞赛和实习，EI和SCI二作各一篇,16Fall,2015-12-27,美国
1534,SophieLiu,CMU,AD无奖,MS,CS,101 (s22),327 (157+170) + 3.5,SE , SDU,  GPA," 92.2, Rank",,16Fall,http://www.1point3acres.com/bbs/thread-143069-1-1.html,美国
1535,luosh5,CMU SE SV,AD无奖,MS,CS,108(30 30 24 24),323,SE , SYSU,  3.7/4.0, 本科Top15 211,,16Fall,2015-12-01,美国
1536,zxdxjtu,Columbia University,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-11-15,美国
1537,hi_ydy,Columbia University,AD无奖,MS,CS,,,, BUPT,  90.62, 本科Top30 211,UCD的实习经历和推荐信,16Fall,2015-12-15,美国
1538,66666t,Columbia,AD无奖,MS,CS,111(23),154+170+3.5,Software Engineering , ,  3.40/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-08,美国
1539,whoopss,Columbia,AD无奖,MS,CS,111,"160, 170, 3,5",CS , ,  88.6, 本科Top15 211,,16Fall,2015-11-11,美国
1540,caris_lac,"Columbia, UCSD",AD无奖,混合,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-20,美国
1541,shenzhu0127,Columbia,AD无奖,MS,CS,,,Software Engineering , Tongji,  88.96/100, 本科Top15 211,,16Fall,2016-01-27,美国
1542,jsjtzyy,CS @ Columbia,AD无奖,MS,CS,110,324 + 4.0,EE , SJTU,  , 本科：南大，浙大，复旦，上交,4 yrs internships in startups,16Fall,2016-01-15,美国
1543,lazywei,Columbia University,AD无奖,MS,CS,102 (20),327 (3.5),Math , National Taiwan University,  3.45/4.3,,亚洲超算一等奖，ucb交流，一些水项目,16Fall,2016-01-07,美国
