,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
923,黄金霸者,CS@Stanford,Rej,MS,CS,103,320+3,, WHUT,  89.95/100, 本科其他211,,16Fall,2015-12-12,美国
924,wakebb,utah,Rej,MS,CS,100,316,, ,  , 本科非211,,16Fall,2015-12-15,美国
925,小张同学,Computing@Utah,Rej,MS,CS,92 (S: 26),316,, ,  3.19, 本科其他211,,16Fall,2015-12-09,美国
926,nappingbird,Utah,Rej,MS,CS,,,网络工程 , ,  , 本科Top15 211,,16Fall,2015-12-14,美国
927,阿童木,UTAH,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-10,美国
928,jacobli1995,Utah,Rej,MS,CS,,,se , whu,  , 本科Top15 211,,16Fall,2015-12-08,美国
929,Casesensiti,UUtah,Rej,MS,CS,100（18）,154+170+3,通信 , 北邮,  86/100，20%, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-20,美国
930,solar12138,Utah,Rej,MS,CS,"97(24,23,22,28)",322(154+168)+3.0,MIS , ,  3.7/4, 本科其他211,,16Fall,2015-11-24,美国
931,jigsaw_Becky,Utah,Rej,MS,CS,105,331,EE , CQU,  85, 本科其他211,无,16Fall,2015-12-10,美国
932,einsteinjames,U of Utah,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
933,laobulang,"University of Maryland, College Park",Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-11-27,美国
934,vegito2002,Brown,Rej,MS,CS,112（24）,163+170+4,测控 , SEU,  3.1/4.0（WES自算）, 本科Top30 211,无背景，普通推,16Fall,2016-02-06,美国
935,木种风,Brown,Rej,MS,CS,,,, ,  ,,,16Fall,2016-02-23,美国
936,aletta0993,Brown,Rej,MS,CS,,,, ,  ,,,16Fall,2016-03-15,美国
937,apolion,Brown,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-02-14,美国
938,kiadragon,NYU tandon,AD小奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-01,美国
939,609064231,NYU-Tandon,AD小奖,MS,CS,,,CS , BIT,  , 本科Top30 211,,16Fall,2016-01-15,美国
940,NoadMan1,nyu tandon,AD无奖,MS,CS,,,se , ,  , 本科Top15 211,,16Fall,2015-12-25,美国
941,dreamdew,Brandeis,AD小奖,MS,CS,107(S22),325+3.5,Biology , ,  3.2, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-02-18,美国
942,clownxiao,USC,AD无奖,MS,CS,99(19),157+170+3,SE , BUPT,  86/100 RANK 10/97, 本科Top15 211,,16Fall,2016-01-01,美国
943,jasonxzh818,CS@USC,AD无奖,MS,CS,92,316,SE , ,  , 本科其他211,,16Fall,2015-12-20,美国
944,jimrex,USC,AD无奖,MS,CS,,,SE , 西电,"  3.6, 25/425", 本科其他211,,16Fall,2015-10-24,美国
945,ForeverZard,USC,AD无奖,MS,CS,106(23),324=154+170 3,SE , CQU,  3.73/4(89.2/100) rank 2/178, 本科Top30 211,无牛推，三年国奖，一份实习，水比赛,16Fall,2015-11-06,美国
946,SophieLiu,USC,AD无奖,MS,CS,101 (s22),157 + 170 + 3.5,SE , SDU,  GPA," 92.2, Rank",ml/dm 方向的科研和实习，详见定位贴,16Fall,2015-12-01,美国
947,firebb,SE@USC,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
948,tinysunhj,USC,AD无奖,MS,CS,30+26+22+23=101,154+168=322,信息安全 , 华中科技大学,  88.5  2/88, 本科Top15 211,,16Fall,2016-01-10,美国
949,ellewoods2015,UIUC,AD无奖,MS,CS,115=30+30+29+26,"325 = V:155 + Q:170, AW: 4.0",ee , SJTU,  , 本科：南大，浙大，复旦，上交,无,16Fall,2016-01-05,美国
950,0.0sun,MCS@UIUC,AD无奖,MS,CS,Waived,150+170+3,Computer Engineering , ,  3.76/4, 海本,,16Fall,2016-01-11,美国
951,jsjtzyy,UIUC,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-08,美国
952,SophieLiu,UIUC,AD无奖,MS,CS,101 (s22),157 + 170 +3.5,SE , SDU,  GPA," 92.2, Rank",ml/dm 方向的科研和实习，详见定位贴,16Fall,2015-12-13,美国
953,omgzero,UIUC MCS,AD无奖,MS,CS,,148+170+3.0,统计 , Boston U,  , 海本,三个本校教授推荐信,16Fall,2015-12-15,美国
954,lplrobert,MCS@UIUC,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-11-26,美国
955,anniepxl,UIUC,AD无奖,MS,CS,102(23),156+170+3.0,CS , BUAA,  3.70, 本科Top30 211,,16Fall,2016-01-15,美国
956,gaoyuan19930220,MCS@UIUC BIC@CMU,AD无奖,MS,CS,106(S23),157+170+3.5,JI ECE , SJTU,  3.77/4.0   5/80, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
957,cammyluffy,pe@cmu cs@brown,AD无奖,MS,CS,waived,320,, ,  3.7, 海本,,16Fall,2016-01-20,美国
958,ivanifan,Brown University,AD无奖,MS,CS,waived,160+170+4,, ,  , 本科Top30 211,两个软件类工业界的推，一个自己研究生老板,16Fall,2016-01-04,美国
959,lym953,Brown,AD无奖,MS,CS,R29+L29+S20+W27=105,328(V158+Q170)+4.0,CS , XJTU,"  93.51/100, 3.92/4(WES), 1/137", 本科Top15 211,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2016-01-11,美国
960,Echo_Crown,Brown University,AD无奖,MS,CS,NA,,CS , ,  , 海本,,16Fall,2016-02-01,美国
961,seanxl,Brown,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-01,美国
962,JimmyZ,Brown,AD无奖,MS,CS,,,ee , ,  major 91.2, 本科Top15 211,,16Fall,2015-12-25,美国
963,solar12138,CU Boulder,AD无奖,MS,CS,97,322,MIS , ,  3.7/4, 本科其他211,,16Fall,2015-11-25,美国
964,llllkjhv,CU Boulder,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-13,美国
965,majia67,University of Colorado at Boulder,AD无奖,MS,CS,,,, ,  , 本科非211,,16Fall,2015-12-15,美国
966,Collision,CU Blouder,AD无奖,MS,CS,101,320,cs , ,  89/100 major92.5/100 rank1, 本科非211,,16Fall,2015-11-30,美国
967,609064231,CU Boulder,AD无奖,MS,CS,,,CS , ,  , 本科Top30 211,,16Fall,2015-12-15,美国
968,怎么又笑了,UCSD,AD无奖,MS,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
969,lucien1227,CMU,AD小奖,MS,CS,,,, BUPT,  , 本科Top15 211,,16Fall,2016-02-14,美国
970,yipsama2,CMU,AD无奖,MS,CS,101（S19）,152+170+3.5,SE , BUAA,  3.7/15, 本科Top15 211,清华实习1年，互联网创业公司实习2个月，中科院实习至今，4篇EI二作,16Fall,2016-02-03,美国
971,naco_siren,CS@UWash,AD无奖,MS,CS,"109 (30, 28, 27, 24)","331 (161, 170, 3.5)",MIS , THU,  86, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-20,美国
972,小学豆豆,UMass Amherst,AD无奖,MS,CS,雅思7,159+167+3,信息管理与信息系统 , 北京工业大学,  3.49, 本科其他211,无牛推,16Fall,2015-12-15,美国
973,silentsea,UTD,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-05,美国
974,ShalynChin,UTD,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-10,美国
975,Sin,University of San Francisco,AD无奖,MS,CS,,143+170+3.5,, ,  , 本科Top15 211,,16Fall,2016-01-31,美国
976,烫烫烫烫烫,Columbia,AD无奖,MS,CS,,,CS , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-01,美国
977,sxm2357,哥大,AD无奖,MS,CS,105（22）,226+3,通信 , bupt,  92.82, 本科Top15 211,,16Fall,2016-03-17,美国
978,CoolCapri92,Columbia,AD无奖,MS,CS,waived,V153 + Q170 + AW4.0,Computer Science , University of Washington,  3.83/4.00, 海本,两封UW教授推荐信，一封公司老板的强推。两年西雅图全职SDE工作经验。,16Fall,2015-12-03,美国
979,ivanifan,Columbia University,AD无奖,MS,CS,waived,160+170+4,, ,  3.5, 本科Top30 211,,16Fall,2016-01-01,美国
980,billchen,Columbia University,AD无奖,MS,CS,,,IEEE , SJTU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-02-10,美国
981,cammyluffy,Columbia,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-01-20,美国
982,pwwpche,CS@Columnbia，CS@Brown,AD无奖,MS,CS,108，S23,153+170+3.5,SE , SJTU,  9/113, 本科：南大，浙大，复旦，上交,N/A,16Fall,2016-1-12,美国
983,blairmn123,Columbia,AD无奖,MS,CS,106,321,, ,  , 本科Top30 211,,16Fall,2016-01-18,美国
984,xinzhang1111,cs@columbia,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-11-27,美国
985,levythu,Columbia University,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-03,美国
986,adsafsadf,Columbia University,AD无奖,MS,CS,107(S 23),163+170+4.0,, ,  89/100, 本科非211,一篇水EI一作,16Fall,2015-11-07,美国
987,zhangxi1994,Columbia University,AD无奖,MS,CS,108,318,CS , ,  3.69/4.0, 本科Top15 211,无牛腿；international internship 1个；大创项目若干；国奖几个。,16Fall,2015-11-03,美国
988,lym953,Columbia,AD无奖,MS,CS,R29+L29+S20+W27=105,328(V158+Q170)+4.0,CS , XJTU,"  93.51/100, 3.92/4(WES), 1/137", 本科Top15 211,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2016-01-10,美国
989,nickdgu,Columbia,AD无奖,MS,CS,112,327,CS , 北大 IIT,  80/100 4.0/4.0, 本科：北大，清华，科大，中科院，特色学校牛专业,德国院士 IEEE Fellow MCM M奖,16Fall,2016-02-14,美国
990,拿衣服,Columbia,AD无奖,MS,CS,112,324+3.5,, NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-11,美国
991,mianic,GWU,AD无奖,MS,CS,,,动画 , ,  , 本科其他211,,16Fall,2016-01-13,美国
992,fishgo,CS@IIT,AD无奖,MS,CS,,,, ,  , 本科其他211,,16Fall,2015-12-30,美国
993,sunson331,CS@OU,AD无奖,MS,CS,91,311+3.0,计算机 , ,  3.14, 本科非211,只有水实习,16Fall,2015-12-15,美国
994,xavier90,CS@SCU,AD无奖,MS,CS,22+16+20+22=80,149+167+3.0,civil engineering , BJTU,  2.8（WES）, 本科其他211,无,16Fall,2015-12-26,美国
995,uestcxzk,NEU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-08,美国
996,fluu,ASU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015.12.15,
997,hanling,SFU,AD无奖,MS,CS,,,CS , BUPT,  , 本科其他211,,16Fall,2015-11-24,加拿大
998,Alfredfeng,UC Santa Cruz,Rej,MS,CS,100,V155 Q168 AW4.0,工程力学 , 四川大学,  83.37/100, 本科Top15 211,,16Fall,2015-12-20,美国
999,silentsea,UCSC,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
1000,laobulang,UIUC,Rej,MS,CS,IELTS 7.0,324+3,, ,  3.17, 本科Top30 211,Imagine Cup中国区总决赛,16Fall,2015-11-27,美国
1001,wangsiwei,Utah,Rej,MS,CS,,,软件工程 , 东南大学,  , 本科Top30 211,,16Fall,2015-12-13,美国
1002,Collision,Utah,Rej,MS,CS,,,cs , ,  89/100 major 92.5/100 rank1,,,16Fall,2015-11-30,美国
1003,fuqianran,"UCB,Stanford",Rej,MS,CS,,330,CE , UCSD,  3.8, 海本,,16Fall,2015-11-19,美国
1004,BonjourAdeo,University of Florida,Rej,PhD,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
1005,minfan2out,Northwestern University,Rej,PhD,CS,,,, ,  ,,,16Fall,2016-01-31,美国
1006,linx0544,University of San Fransisco,AD小奖,MS,CS,Waive,317,Mathematics , UMN,  3.64, 海本,,16Fall,2016-01-31,美国
1007,hypsm,USC,AD无奖,MS,CS,100,331,CS , SJTU,  3.56/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-11,美国
1008,sdlcenjoy,USC,AD无奖,MS,CS,102,322+3.5,CS , ,  3.85/4, 本科Top30 211,,16Fall,2015-12-15,美国
1009,raxowei,"GameDev, MultiMedia,CS General@USC",AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-23,美国
1010,lazywei,CMU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-11-28,美国
1011,levythu,MCDS@CMU,AD无奖,MS,CS,108(S 24),162+170+3.0,, ,  3.9, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-11-20,美国
1012,firebb,MCDS@CMU,AD无奖,MS,CS,R:28+L:29+S:23+W:26 = 106,158 + 170 + 3.0,SE , 贵旦,  3.85(1/80), 本科：南大，浙大，复旦，上交,毛也没有,16Fall,2015-12-15,美国
1013,怎么又笑了,CMU,AD无奖,MS,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
1014,nblintao,MCDS@CMU,AD无奖,MS,CS,105(s22),154+170+3.5,CS , 浙大,  3.9, 本科：南大，浙大，复旦，上交,一篇二作，一篇一作当时在投,16Fall,2015-12-15,美国
1015,phisiart,CMU,AD无奖,MS,CS,110,327+4.0,EE , THU,  91, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
1016,yzsuper,MCDS@CMU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
1017,麻酱,"UT Austin, Georgia Tech, Harvard, UCSD, UCLA, CMU",Offer,混合,CS,,,Computer Science , ,  , 海本,,16Fall,2015-12-15,美国
1018,caris_lac,CMU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1019,锦字难偶,UCSD,AD无奖,MS,CS,,,CS , ZJU,  ,,,16Fall,2015-12-14,美国
1020,灰溜溜溜溜,UCSD,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1021,lym953,UCSD,AD无奖,MS,CS,R29+L29+S20+W27=105,328(V158+Q170)+4.0,CS , XJTU,"  93.51/100, 3.92/4(WES), 1/137", 本科Top15 211,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2015-12-15,美国
1022,jimmy94z,UCSD,AD无奖,MS,CS,,,SE , SJTU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-11-29,美国
1023,whitevh,Rutgers,AD无奖,MS,CS,100,149+170+3,CS , ZJU,  3.59/4, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-17,美国
1024,maston14,Rutgers,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-12,美国
1025,Collision,Rutgers,AD无奖,MS,CS,,,cs , ,  89/100 major92.5/100 rank1, 本科非211,,16Fall,2015-11-30,美国
1026,Ryo,Rutgers,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-02,美国
1027,estatecc,Rutgers the State University of New Jersey--New Brunswick,AD无奖,MS,CS,,,CS , 东南大学,  ,,,16Fall,2016-01-20,美国
1028,fjj0916,Rutgers,AD无奖,MS,CS,104,322,SE , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-02-01,美国
1029,tsuruya,Rutgers,AD无奖,MS,CS,97 (22),147/170/3.5,CS , 上海交通大学,  83.4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-30,美国
1030,Dangyi0811,Rutgers,AD无奖,MS,CS,101,328＋3,CS , 西电,  3.11, 本科Top30 211,,16Fall,2016-01-01,美国
1031,夜行sy,CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-01,美国
1032,flyfollowing,Information Security Policy Anderson Management@CMU Heinz,AD无奖,MS,CS,25+22+22+24,151+164-315+3（又是315总觉得有诈）,信息安全 , 东北大学,  92.6/100 1/95, 本科Top30 211,,16Fall,2016-01-14,美国
1033,zhuzhuhoho,CS@University of San Francisco,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-31,美国
1034,Alice_koi,Gatech,Rej,MS,CS,104,319,, ,  3.72/4, 本科：南大，浙大，复旦，上交,,16Fall,2016-02-01,美国
1035,snowclover,University of Virginia,Offer,PhD,CS,,,EE , HUST,  , 本科Top15 211,,16Fall,2015 12 15,美国
1036,massa16,U Virginia,AD无奖,MS,CS,94(S23),317+3,SE , SEU,  3.0, 本科Top30 211,三年工作经验,16Fall,2015-12-11,美国
1037,白菜3383,University of Virginia,AD无奖,MS,CS,100,145+170+3.5,CS , 北理工 BIT,  3.3（4/49), 本科Top15 211,水实习,16Fall,2015-12-13,美国
1038,l4zhou,UVA,AD无奖,MS,CS,waive,147 170 3.0,EE , UCSD,  3.2, 海本,无,16Fall,2015-12-11,美国
1039,Noah1994,UVa,AD无奖,MS,CS,,,, ,  3.3/4, 本科其他211,,16Fall,2015-12-30,美国
1040,夜行sy,CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-15,美国
1041,iBatis,Rice,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-30,美国
1042,pplayboyy,Syracuse University,AD无奖,MS,CS,106,322,AE , BIT,  79.3/100, 本科Top30 211,,16Fall,2015-12-05,美国
1043,锦字难偶,GATech,AD无奖,MS,CS,108(24),157+168+3,CS , ZJU,  3.91/4, 本科：南大，浙大，复旦，上交,,16Fall,2016-02-02,美国
1044,carly900,"game@Upenn, game@CMU",AD无奖,MS,CS,105,320,CS , ,  3.48, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-15,美国
1045,raxowei,CGGT@Upenn,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-15,美国
1046,linson9491,Dartmouth 和 Upenn,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
1047,翱翔天空的蜗牛,CS@UMASS,Rej,MS,CS,,,, SCUT,  , 本科Top30 211,,16Fall,2015-11-30,美国
1048,sherman917,Syracuse,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,12月中,美国
1049,tom10ye,UChicago,WaitingList,MS,CS,,,EE , BUPT,  85.5/100, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-20,美国
1050,ieijkd,UChicago,WaitingList,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-02-01,美国
1051,dhend,WUSTL,Rej,混合,CS,100(23),318+3.5,, ,  3.75, 本科非211,无,16Fall,2015-12-30,美国
1052,chuqixiaozhu,New York University,Rej,PhD,CS,99 = 30R + 25L + 19S + 25W,"320 = 150V + 170Q, 3.0",CS , HQU,  3.32, 本科非211,3会议1期刊二作（EI）,16Fall,2015-12-02,美国
1053,melindali,brown,Rej,PhD,CS,,147+170,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
1054,chenzhip1994,CS@UVa,Offer,PhD,CS,,,, ,  , 本科Top15 211,,16Fall,不记得了,美国
1055,tsuruya,CMU,AD无奖,MS,CS,105 (19),147/170/3.5,CS , 上海交通大学,  83.4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-11,美国
1056,carly900,CMU、NYU、NCSU,AD无奖,MS,CS,105,320,, ,  3.48/4.00, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-20,美国
1057,lazywei,CMU-SV,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-11-21,美国
1058,clownxiao,CMU-SE-SV,AD无奖,MS,CS,99(19),157+170+3,SE , BUPT,  86/100 RANK 10/97, 本科Top15 211,,16Fall,2015-12-22,美国
1059,dongxinb,SE(SV)@CMU ECE,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-24,美国
1060,Michelleeeeee,CS@GaTech,AD无奖,MS,CS,103,150 170 3,工程管理 , TJU,  84/100, 本科Top15 211,,16Fall,2016-01-15,美国
1061,Rojen,cs@Syracuse University,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-03,美国
1062,laviniatx,Syracuse University,AD无奖,MS,CS,,,, ,  , 本科其他211,,16Fall,2016-01-08,美国
1063,Liam23,cs@University of Oregon,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-11-30,美国
1064,witty,CS@USC,AD无奖,MS,CS,,,CS , BJFU,  , 本科其他211,,16Fall,2016-01-11,美国
1065,ChaceLei,nyu,Rej,MS,CS,,,cs , ,  , 本科其他211,,16Fall,2015-12-14,美国
1066,vivienqqqq,"CMU-BIC, Dartmouth，Brown,芝加哥",Rej,MS,CS,104,320+3.0,SE , NKU,  3.4, 本科Top15 211,两份实习，一份java 工程师，一份data工程师,16Fall,2016-01-30,美国
1067,离人笑,KAUST,Offer,PhD,CS,107,332,Physics , XJTU,  3.8, 本科Top15 211,,16Fall,2015-11-27,其他
1068,2003moon,UCI,AD无奖,MS,CS,97,321,应用数学 , CQUPT,  84/100, 本科非211,无,16Fall,2015-12-05,美国
1069,yuyuyu0905,USC,AD无奖,MS,CS,,,软件工程 , UESTC,  3.4/4.0, 本科其他211,,16Fall,2015-12-15,美国
1070,聚散浮云,Rice,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-20,美国
1071,immiao,UMD,Rej,MS,CS,103(s22),320(3.0),, ,  86.5/100,,,16Fall,2015-12-14,美国
1072,灰溜溜溜溜,UCB/UIUC/UMD,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1073,wnbaicai,Maryland,Rej,MS,CS,101,322+3,SE , SCU,  86.9, 本科Top30 211,,16Fall,11月,美国
1074,yzcaoye,UMD,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-22,美国
1075,brightyang,UMD,Rej,MS,CS,99,317,Computer Science & Technology , ,  , 本科Top15 211,,16Fall,2015-12-15,美国
1076,ephemeron,UMD,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-10,美国
1077,Aix,UMD,Rej,MS,CS,,,CS , ,  84, 本科非211,,16Fall,2015-12-15,美国
1078,shelly1996,UMD,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1079,Sharonjiang,UMD,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-13,美国
1080,sdlcenjoy,CS@NYU Tandon,AD小奖,MS,CS,102,322+3.5,, ,  3.85, 本科Top30 211,,16Fall,2016-01-15,美国
1081,liuxiaoyu1992,nyu-poly,Offer,MS,CS,99,315+3,cs , 重庆大学,  3.1 82, 本科Top30 211,,16Fall,12月15,美国
1082,shelly1996,cs general@usc,AD无奖,MS,CS,,,, ,  , 本科非211,,16Fall,2016-11-21,美国
1083,hot13399,USC,AD无奖,MS,CS,95(19),312,CS , ,  , 本科非211,,16Fall,2016-01-10,美国
1084,Susan627,USC,AD无奖,MS,CS,103 S22,321（154 167 3.0）,信息安全 , UESTC,  3.84/4.00, 本科其他211,无,16Fall,2015-12-03,美国
1085,gladtosayhi,USC,AD无奖,MS,CS,,,, ,  , 本科其他211,,16Fall,2015-1-1,美国
1086,CoolCapri92,Gatech,AD无奖,MS,CS,waived,V153 + Q170 + AW4.0,Computer Science , University of Washington,  3.83/4.00, 海本,两封UW教授推荐信，一封公司老板的强推。两年西雅图全职SDE工作经验。,16Fall,2015-10-10,美国
1087,bell_ji,Georgia Tech,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-01-25,美国
1088,xinsicheng,GaTech,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-03-12,美国
1089,jimmy94z,Gatech,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-19,美国
1090,zhangwengame,Gatech,AD无奖,MS,CS,109,325,CS , 浙大,  3.98/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1091,nbchao,Gatech,AD无奖,MS,CS,,,, ,  3.62, 海本,,16Fall,2016-01-31,美国
1092,yurens,Georgia Institution of Technology,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-02-01,美国
1093,jacyjia,Gatech,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-01-30,美国
1094,fishlinghu,GaTech,AD无奖,MS,CS,107,324 / 3.5,Major," Electronics Engineering, Minor", Computer Science , ,,16Fall,2015-12-01,美国
1095,zhangwengame,UCSD,AD无奖,MS,CS,109,325,CS , 浙大,  3.98/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
1096,llixu,BUAA,AD无奖,MS,CS,102(23),327(3),se , 北航,  , 本科Top15 211,,16Fall,2015-12-01,美国
1097,jiangxu456,UCSD,AD无奖,MS,CS,100(22),324+3.5,ee , seu,  89.72, 本科Top30 211,,16Fall,2015-12-15,美国
1098,zerodouble,UMass-Amherst,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
1099,guanlun,UMass,AD无奖,MS,CS,,,CS , HKUST,  3.6, 海本,,16Fall,2015-11-15,美国
1100,张rs,Umass Amherst,AD无奖,MS,CS,,,, 大连理工,  , 本科Top30 211,,16Fall,2015-12-08,美国
1101,paopao12345,INI@CMU,Rej,MS,CS,97(20),157+170+3.5,, ,  89/100, 本科Top30 211,,16Fall,2016-01-25,美国
1102,Liam23,INI@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-08,美国
1103,minfan2out,CMU-INI,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-31,美国
1104,youruo,INI@CMU,Rej,MS,CS,,,EE , sjtu,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-01,美国
1105,yhcbme,cmu,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-16,美国
1106,luosh5,SYSU,Rej,MS,CS,108(听力阅读满分),,SE , SYSU,  3.7/4.0 最后2年4.0/4.0, 本科Top15 211,iGEM最佳软件奖+日本短期全奖交流+一堆国内比赛的奖,16Fall,2015-12-14,美国
1107,novemberay,CMU INI / NYU POLY,Rej,MS,CS,106,323,MIS , ,  , 本科其他211,,16Fall,2015-12-10,美国
1108,chenboy,CMU,Rej,MS,CS,104（23）,159+170+3.0,SE , SJTU,  WES 3.56/4.0 Overall 3.67/4.0 Major, 本科：南大，浙大，复旦，上交,无,16Fall,2015-12-12,美国
1109,henny201,CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-11,美国
1110,黑客与画家,msit@cmu;cs@uchicago,Rej,MS,CS,102,154+170+3.0,信息安全 , 武汉大学,  3.45/4, 本科Top15 211,,16Fall,2015-12-29,美国
1111,csyhhu,"INI@CMU, MSCV@CMU, RI@CMU, Yale",Rej,MS,CS,101（23）,152+170+3,软件工程 , SYSU,  3.7/4.0，52/257, 本科Top15 211,无牛推,16Fall,2015-12-18,美国
1112,翱翔天空的蜗牛,INI@CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-15,美国
1113,LeeHooray,CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
1114,rafaliang,"INI@CMU,MSCS@UIUC",Rej,MS,CS,112,324+3.5,信息工程 , SJTU,  88/100, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-30,美国
1115,alfonsoxw,ini@cmu,Rej,MS,CS,,,, ,  ,,,16Fall,3-11,美国
1116,h497018787,INI@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-25,美国
